title,author,filename,url
Good Governance and the Policy Challenge: The African Development Bank Perspective,Abdalla Hamdok,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/good-governance-and-the-policy-challenge-the-african-develop.epub
Governance and Policy in Africa,Abdalla Hamdok,,https://www.academia.edu/14483433/The_new_frontier_of_governance_in_Africa
Governance in Africa: The Role for Information and Communication Technologies,Olugbenga Adesida (UNECA),working-paper-65-governance-i-olugbenga-adesida.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/working-paper-65-governance-i-olugbenga-adesida.pdf
Governor-General Reports (Durham Sudan Archive digitized series),Sudan Government,,https://libguides.durham.ac.uk/asc-sudan-archive/ggrs
Greenlaws: Suakin and the Limits of Architecture,Jacqueline Winders,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/greenlaws-suakin-and-the-limits-of-architecture.epub
Hamadab: Urban Living at the Nile in Meroitic Times,Michaela Riva Gaaserud,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/hamadab-urban-living-at-the-nile-in-meroitic-times.epub
Health and Economic Growth in Sudan: Cointegration and Granger Causality Analysis (1969-2015),Elwasila S. E. M.,,https://pub-0c3bb637d5f54b239fe4a4ef9b08bfe3.r2.dev/Health_and_economic_growth_in_Sudan_Coin.pdf
Histoire et Civilisations du Soudan,Allan MacGregor,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/histoire-et-civilisations-du-soudan.epub
History of Kush: An Outline,DPT Collective; Marc de Bruijn; Liz Castro; Florian Cramer; Joost Kircz; Silvio Lorusso; Michael Murtaugh; Pia Pol; Miriam Rasch; Margreet Riphagen,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/history-of-kush-an-outline.epub
History of Sudan,Naum Shoucair; E. Abu Salim,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/history-of-sudan-naum-shoucair.pdf
How Africa Can Feed Its People and Create Wealth,Abdalla Hamdok,how-africa-can-feed-its-people-abdalla-hamdok.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/how-africa-can-feed-its-people-abdalla-hamdok.pdf
How Greek Science Passed to the Arabs,De Lacy O'Leary,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/how-greek-science-passed-to-the-arabs.epub
How Sudan is Saving its Water Sector,A. C. Grayling,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/how-sudan-is-saving-its-water-sector.epub
Hydrology of the Nile,Zbigniew W. Kundzewicz,,https://link.springer.com/chapter/10.1007/978-1-4020-9726-3_17
Ijtihad and Islamic Law Reform in Sudan,Alan Pearce,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/ijtihad-and-islamic-law-reform-in-sudan.epub
Ijtihad in Islamic Law,Alan Pearce,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/ijtihad-in-islamic-law.epub
Illuminating the Nubian Dark Age: Bioarchaeology of the Napatan Period,Michaela Riva Gaaserud,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/illuminating-the-nubian-dark-age-bioarchaeology-of-the-napat.epub
Impact of Changing Policies on Agricultural Productivity: The Gezira Scheme,David Kessler,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/impact-changing-policies-agricultural-productivity-gezira.pdf
Impact of Debt Restructuring on Economic Growth in Sudan: A Review Paper,Iman E. F. Sharif,,https://pub-0c3bb637d5f54b239fe4a4ef9b08bfe3.r2.dev/Impact_of_debt_restructuring_on_economic.pdf
Impact of Exchange Rate Reforms on Sudan's Economy: Applied General Equilibrium Analysis,Azharia Elbushra,,https://www.academia.edu/52496799/Impact_of_exchange_rate_reforms_on_Sudans_economy_Applied_general_equilibrium_analysis
Imperial Extraction at Gebel el-Silsila,Catherine Saxelby,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/imperial-extraction-at-gebel-el-silsila.epub
Implementation of Istanbul Plan of Action for Least Developed Countries 2011–2020,UN-OHRLLS,implementation-of-istanbul-plan-united-nations-office-of-the-hi.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/implementation-of-istanbul-plan-united-nations-office-of-the-hi.pdf
Industrial Location Analysis of Sudan,Khalid Idris,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/industrial-location-analysis-sudan.pdf
Industrialization in Iran: Lessons for Developing Economies,Allan MacGregor,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/industrialization-in-iran-lessons-for-developing-economies.epub
Inequalities in Human Development in the 21st Century,Seockhwan Bryce Hwang,,https://hdr.undp.org/content/human-development-report-2019
Information Note on the African Integrated High-Speed Railway Network,African Union,information-note-on-the-african-african-union.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/information-note-on-the-african-african-union.pdf
Innovative Financing for the Economic Transformation of Africa,African Development Bank,innovative-financing-for-the-ec-unknown.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/innovative-financing-for-the-ec-unknown.pdf
Institutional Quality and Economic Performance: New Evidence from Sudan,Sufian Abdel-Gadir,,https://pub-0c3bb637d5f54b239fe4a4ef9b08bfe3.r2.dev/ssrn-3686969.pdf
"Integration Between Cattle Markets in the Sudan, 1980-2000",Mohamed Bushara,,https://pub-0c3bb637d5f54b239fe4a4ef9b08bfe3.r2.dev/Integration_between_cattle_markets_in_th.pdf
"Intensive Harvesting Menaces Trees in Abu Gadaf Natural Reserved Forest, Sudan",El Mugheira Research Team,,https://www.researchgate.net/publication/376797192_Intensive_harvesting_menaces_trees_producing_fodder_edible_fruit_and_gum_in_Abu_Gadaf_natural_reserved_forest_Sudan
Introducing the Sudan Labor Market Panel Survey 2022,Ragui Assaad,,https://pub-0c3bb637d5f54b239fe4a4ef9b08bfe3.r2.dev/INTRODUCING_THE_SUDAN_LABOR_MARKET_PANEL.pdf
Investment Policy Review of the Sudan,UNCTAD,investment-policy-review-of-the-unctad.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/investment-policy-review-of-the-unctad.pdf
Investment Policy Review: Sudan,UNCTAD,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/investment-policy-review-sudan.epub
Iranian Economy in the Twentieth Century: A Global Perspective,George MacDonald Fraser,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/iranian-economy-in-the-twentieth-century-a-global-perspectiv.epub
Irrigation Management in the Sudan,Allan MacGregor,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/irrigation-management-in-the-sudan.epub
Is Agroforestry a Solution to Food Insecurity in Sudan?,Cathy Whitlock; Art Directors Guid,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/is-agroforestry-a-solution-to-food-insecurity-in-sudan.epub
Islamic Banking in Sudan: A Case Study of the Sudanese Islamic Bank,Muhammad Al-Hashimi,,https://pub-0c3bb637d5f54b239fe4a4ef9b08bfe3.r2.dev/Islamic_Banking_in_Sudan_A_Case_Study_of.pdf
"Island of Meroe, Sudan",Alan Pearce,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/island-of-meroe-sudan.epub
It is Possible to Increase by Over Thirty Per Cent the Nile Water Availability,Guillaume Lempérière,it-is-possible-to-increase-by-o-guillaume-lemperiere.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/it-is-possible-to-increase-by-o-guillaume-lemperiere.pdf
Journeys to the Other Shore: Muslim and Western Travelers in Search of Knowledge,Euben,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/journeys-to-the-other-shore-muslim-and-western-travelers-in-.epub
Kandake - Wikipedia,Wikipedia Contributors,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/kandake-wikipedia.pdf
KARANOG: The Meroitic Inscriptions of Shablul and Karanog,"Grace Gershuny; Deborah, L. Martin",,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/karanog-the-meroitic-inscriptions-of-shablul-and-karanog.epub
Karanog: The Romano-Nubian Cemetery,Leonard Woolley,karanog-the-romano-nubian-cem-leonard-woolley.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/karanog-the-romano-nubian-cem-leonard-woolley.pdf
Karanog: The Town,Annelise Hagen,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/karanog-the-town.epub
Kerma et Meroe: Five Lectures on the History of the Sudan,Donna Kornhaber,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/kerma-et-meroe-five-lectures-on-the-history-of-the-sudan.epub
Kerma et Méroé: Cinq siècles de civilisation soudanaise,Mark Twain,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/kerma-et-m-ro-cinq-si-cles-de-civilisation-soudanaise.epub
Khartoum 2030: Towards an Environmentally Sustainable City,George MacDonald Fraser,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/khartoum-2030-towards-an-environmentally-sustainable-city.epub
Khartoum Sky Trains Network: Implementing the Caterpillar Trains Concept in Khartoum,Mohammed Mohammed A. et al.,,https://www.matec-conferences.org/articles/matecconf/abs/2020/04/matecconf_ictte2019_02003/matecconf_ictte2019_02003.html
Khartoum Sky Trains: Implementing Caterpillar Trains in Khartoum,Beatrice Shorts,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/khartoum-sky-trains-implementing-caterpillar-trains-in-khart.epub
Khartoum Urban Area: A Study on Urban Planning,Gamal M. Hamid,khartoum-urban-area-a-study-on-unknown.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/khartoum-urban-area-a-study-on-unknown.pdf
King Silko and the Roots of Nubian Christianity,Declan McHugh,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/king-silko-and-the-roots-of-nubian-christianity.epub
Kingdom and Civilization of Kush and North Africa,Mark Twain,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/kingdom-and-civilization-of-kush-and-north-africa.epub
Kingdom of Kush: Students Worksheets,Laszlo Bock,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/kingdom-of-kush-students-worksheets.epub
Kush: The Forgotten Empire,Kelly Cable,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/kush-the-forgotten-empire.epub
Lance Corporal William Henry Cecil Jackson,Commonwealth War Graves Commission,lance-corporal-william-henry-ce-unknown.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/lance-corporal-william-henry-ce-unknown.pdf
Land Use Patterns along the Nile: Traveling Farmer,Nile Basin Initiative,land-use-patterns-along-the-nil-unknown.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/land-use-patterns-along-the-nil-unknown.pdf
Laws of the New Sudan: The Penal Code 2003,Government of South Sudan,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/laws-of-the-new-sudan-the-penal-code-2003.epub
Light from the East: How the Science of Medieval Islam Shaped the Western World,John Freely,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/light-from-the-east-how-the-science-of-medieval-islam-shaped.epub
Living Outside the Wall: The Quarter of Walled Cities,Maciej Wyżgoł,living-outside-the-wall-the-qu-maciej-wyzgol.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/living-outside-the-wall-the-qu-maciej-wyzgol.pdf
Living Outside the Wall: The Quarter of Western Strangers in Khartoum,Frank Ryan,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/living-outside-the-wall-the-quarter-of-western-strangers-in-.epub
Lost Nubia: A Centennial Exhibit from the Breasted Expeditions,Catherine Saxelby,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/lost-nubia-a-centennial-exhibit-from-the-breasted-expedition.epub
Lost Nubia: A Centennial Exhibit of Photographs,John Swanson,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/lost-nubia-a-centennial-exhibit-of-photographs.epub
Lost Nubia: A Centennial Exhibit of Photographs from the 1905–1907 Egyptian Expedition of the University of Chicago,John A. Larson,,https://isac.uchicago.edu/sites/default/files/uploads/shared/docs/oimp24.pdf
Lost Port of the Red Sea: Ancient Sudanese Maritime Trade,Guy McKinnon,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/lost-port-of-the-red-sea-ancient-sudanese-maritime-trade.epub
Macroeconomic Management and the Black Market for Foreign Exchange in Sudan,Ibrahim Elbadawi,,https://www.academia.edu/102062816/Macroeconomic_Management_and_the_Black_Market_for_Foreign_Exchange_In_Sudan
Macroeconomic Policies for Poverty Reduction: The Case of Sudan,Matias Vernengo,,https://www.academia.edu/22238063/Macroeconomic_Policies_For_Poverty_Reduction_The_Case_Of_Sudan
Magic Squares in the Tenth Century,Jacques Sesiano,,https://link.springer.com/book/10.1007/978-3-319-52114-5
Mahmoud Mohammed Taha and Republican Islamic Thought,Lewis Hill; Leonard Perry,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/mahmoud-mohammed-taha-and-republican-islamic-thought.epub
Mahmoud Mohammed Taha and the Crisis in Islamic Law Reform,Jacqueline Winders,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/mahmoud-mohammed-taha-and-the-crisis-in-islamic-law-reform.epub
Mahmoud Mohammed Taha: Islamic Reformer,Andy Harris,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/mahmoud-mohammed-taha-islamic-reformer.epub
Managing Conflict Over Natural Resources in Greater Kordofan,Janine Toole Phd,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/managing-conflict-over-natural-resources-in-greater-kordofan.epub
Mancala Games at the Pyramids of Meroe,Beatrice Shorts,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/mancala-games-at-the-pyramids-of-meroe.epub
"Master Architects of Ancient Nubia: Space, Structure and Landscape",James Watkins,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/master-architects-of-ancient-nubia-space-structure-and-lands.epub
"Mechanisation, Employment and Productivity in Sudanese Agriculture",J. Adams et al.,,https://www.sciencedirect.com/science/article/abs/pii/0304387884900774
Meroe and the Sudanic Kingdoms,Beatrice Shorts,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/meroe-and-the-sudanic-kingdoms.epub
Meroe: A Civilization of the Sudan,Donna Kornhaber,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/meroe-a-civilization-of-the-sudan.epub
"MEROE: The City State, the Kingdom, the Empire",Beatrice Shorts,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/meroe-the-city-state-the-kingdom-the-empire.epub
Meroitic Royal Chronology: The Conflict with Rome and Its Aftermath,Annelise Hagen,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/meroitic-royal-chronology-the-conflict-with-rome-and-its-aft.epub
Mesolithic Site Formation and Palaeoenvironment along the White Nile,"Grace Gershuny; Deborah, L. Martin",,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/mesolithic-site-formation-and-palaeoenvironment-along-the-wh.epub
Minerals Potential and Resources in Sudan,Yousif Elsamani,,https://unctad.org/meetings/en/Presentation/17OILGASMINE%20Dr%20Yousif%20Elsamani%20S1.pdf
Miniature Pyramids of Sudan,Albert Camus,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/miniature-pyramids-of-sudan.epub
Modeling the Determinants of Inflation in Sudan Using Generalized Method of Moments for the Period 2000-2017,Almahdi Musa,,https://pub-0c3bb637d5f54b239fe4a4ef9b08bfe3.r2.dev/Modeling_the_Determinants_of_Inflation_i.pdf
Modeling the Impact of Islamic Finance on Macroeconomic Variables in Sudan,Issam Jawadi; Okbah Abdellawi; Fawzi Mhireque,,https://pub-0c3bb637d5f54b239fe4a4ef9b08bfe3.r2.dev/Modeling_the_impact_of_Islamic_finance_o.pdf
Modelling the Sources and Impact of Macroeconomic Fluctuations in Sudan,Suliman Zakaria Suliman Abdalla,,https://pub-0c3bb637d5f54b239fe4a4ef9b08bfe3.r2.dev/Modelling_the_Sources_and_Impact_of_Macr.pdf
"Money Supply, Income and Prices in Sudan","Mohamed A. Osman, Issam A.W. Mohamed",,https://pub-0c3bb637d5f54b239fe4a4ef9b08bfe3.r2.dev/ssrn-2539075.pdf
Moses and the Kushite Connection,Beatrice Shorts,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/moses-and-the-kushite-connection.epub
Muhammad Ali's Conquest of Sudan 1820-1824,Krishnendu Chaudhury,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/muhammad-ali-conquest-sudan-1820-1824.pdf
Native Administration in Dar Humr: Tribal Society and Shifting Leadership,Michaela Riva Gaaserud,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/native-administration-in-dar-humr-tribal-society-and-shiftin.epub
New Frontiers of Arabic Papyrology,Bouderbala et al.,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/new-frontiers-of-arabic-papyrology.epub
Nile Basin Farming Systems and Productivity,Nile Basin Initiative,nile-basin-farming-systems-and-nile-basin-initiative.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/nile-basin-farming-systems-and-nile-basin-initiative.pdf
Nile Basin Initiative,Nile Basin Initiative Secretariat,nile-basin-initiative-nile-basin-initiative-secretari.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/nile-basin-initiative-nile-basin-initiative-secretari.pdf
"Nile Basin Neolithic: Parts 1, 2 and 3",Danny Proulx,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/nile-basin-neolithic-parts-1-2-and-3.epub
Nile Magazine Issue 13 April-May 2018,Nile Magazine,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/nile-magazine-issue-13-april-may-2018.epub
"Nile Water and Agriculture: Past, Present and Future",World Bank,nile-water-and-agriculture-past-world-bank.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/nile-water-and-agriculture-past-world-bank.pdf
Northern Sudan and the Perception of Their Christian Legacy,Jeff Carlson,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/northern-sudan-and-the-perception-of-their-christian-legacy.epub
Nubia and Egypt 1000 BC to 400 AD: From Prehistory to the Meroitic Period,Evo1,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/nubia-and-egypt-1000-bc-to-400-ad-from-prehistory-to-the-mer.epub
Nubia and the Museumization of a Culture,James Watkins,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/nubia-and-the-museumization-of-a-culture.epub
NUBIA AND THE NUBIAN PEOPLE: An Annotated Bibliography,James Weldon Johnson,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/nubia-and-the-nubian-people-an-annotated-bibliography.epub
Nubia Bibliography Up to 2000,Alan Alpert,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/nubia-bibliography-up-to-2000.epub
Nubia in the New Kingdom: Lived Experience,Michaela Riva Gaaserud,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/nubia-in-the-new-kingdom-lived-experience.epub
Nubia: A Survey of Archaeological Research,David Kessler,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/nubia-a-survey-of-archaeological-research.epub
Nubia: Ancient Kingdoms of Africa,Geoff Emberling,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/nubia-ancient-kingdoms-of-africa.epub
Nubia: Lost Kingdoms of the Nile,Declan McHugh,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/nubia-lost-kingdoms-of-the-nile.epub
Nubia: Treasures of Ancient Sudan — MFA Boston,Alan Pearce,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/nubia-treasures-of-ancient-sudan-mfa-boston.epub
Nubian Archaeology in the 21st Century,N. K. Jemisin,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/nubian-archaeology-in-the-21st-century.epub
Nubian Elite and Popular Religion During the Napatan and Meroitic Periods,Lewis Hill; Leonard Perry,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/nubian-elite-and-popular-religion-during-the-napatan-and-mer.epub
Nubian Identity in the Bronze Age,Harvard Business Review,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/nubian-identity-in-the-bronze-age.epub
Nubian Pharaohs and Meroitic Kings: The Kingdom of Kush,Michaela Riva Gaaserud,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/nubian-pharaohs-and-meroitic-kings-the-kingdom-of-kush.epub
Nubian Queens,alsemo,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/nubian-queens.pdf
Nubian Queens in the Nile Valley and Afro-Asiatic Cultural History,Judith Baker Montano,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/nubian-queens-in-the-nile-valley-and-afro-asiatic-cultural-h.epub
"Old Dongola Kom A (Acropolis), 2005",Polish Centre of Mediterranean Archaeology,old-dongola-kom-a-acropolis-polish-centre-of-mediterranean.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/old-dongola-kom-a-acropolis-polish-centre-of-mediterranean.pdf
On the Challenges of Economic Development in Post-Conflict Sudan,Ali Abdel Gadir Ali,,https://pub-0c3bb637d5f54b239fe4a4ef9b08bfe3.r2.dev/On_the_Challenges_of_Economic_Developmen.pdf
On the Experience of Islamic Agricultural Finance in Sudan: Challenges and Sustainability,Adam Elhiraika,,https://pub-0c3bb637d5f54b239fe4a4ef9b08bfe3.r2.dev/On_the_experience_of_Islamic_Agricultura.pdf
On the Road to Recovery: How Sudan Is Saving Its Water Sector,UNICEF,on-the-road-to-recovery-how-su-unknown.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/on-the-road-to-recovery-how-su-unknown.pdf
On the Withdrawal of Roman Troops from the Dodecaschoenos in AD 298,"Grace Gershuny; Deborah, L. Martin",,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/on-the-withdrawal-of-roman-troops-from-the-dodecaschoenos-in.epub
Osman Digna,H. C. Jackson,osman-digna-jackson-h-c.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/osman-digna-jackson-h-c.pdf
Osman Digna: The Last Mahdist Warrior,H.C. Jackson,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/osman-digna-the-last-mahdist-warrior.epub
Out of Africa: The Superb Artwork of Ancient Nubia,Dan Bader,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/out-of-africa-the-superb-artwork-of-ancient-nubia.epub
Overcoming the Past: War and Peace in Sudan and South Sudan,Unknown,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/overcoming-past-war-peace-sudan-south-sudan.pdf
Oxford Handbook of Ancient Nubia,Geoff Emberling; Bruce Beyer Williams (Eds.),,https://global.oup.com/academic/product/the-oxford-handbook-of-ancient-nubia-9780190496272
Palace of the Kingdom of Meroe: Relay Points of Central Power,"Grace Gershuny; Deborah, L. Martin",,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/palace-of-the-kingdom-of-meroe-relay-points-of-central-power.epub
Paleolithic Man and the Nile-Faiyum Divide in Nubia and Upper Egypt: A Study of the Region during Pliocene and Pleistocene Times,K. S. Sandford and W. J. Arkell,,https://isac.uchicago.edu/sites/default/files/uploads/shared/docs/oip17.pdf
"Partnerships, Special Economic Zones, New CSR Essential for Africa's Economic Diversification",UN Economic Commission for Africa,partnerships-special-economic-un-economic-commission-for-afri.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/partnerships-special-economic-un-economic-commission-for-afri.pdf
Pastoral States: Toward a Comparative Archaeology of Early Kush,Michaela Riva Gaaserud,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/pastoral-states-toward-a-comparative-archaeology-of-early-ku.epub
Patterns of Economic Growth and Poverty in Sudan,"Adam Hessain Yagoob, Ting Zuo",,https://pub-0c3bb637d5f54b239fe4a4ef9b08bfe3.r2.dev/ssrn-2726449.pdf
Perspectives on Sudan: Isolation at Home and Abroad,Michaela Riva Gaaserud,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/perspectives-on-sudan-isolation-at-home-and-abroad.epub
Piye's Conquest of Egypt and the Making of a Great Event,Christopher Knight; Alan Butler,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/piye-s-conquest-of-egypt-and-the-making-of-a-great-event.epub
Potentiality of Organic Perennial Crops in the River Nile State of Sudan,David Kessler,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/potentiality-of-organic-perennial-crops-in-the-river-nile-st.epub
Predicting and Explaining Currency Crisis in Sudan,Alamedin Bannaga,,https://pub-0c3bb637d5f54b239fe4a4ef9b08bfe3.r2.dev/Predicting_and_Explaining_Currency_Crisi.pdf
Proceedings of the International Society of Nubian Studies,Jeff Carlson,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/proceedings-of-the-international-society-of-nubian-studies.epub
Promoting Trade Between Central and Southern Africa: Burundi and Rwanda,UN Economic Commission for Africa,promoting-trade-between-central-united-nations-economic-commiss.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/promoting-trade-between-central-united-nations-economic-commiss.pdf
Protective Structure at Meroe Pyramids,Michaela Riva Gaaserud,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/protective-structure-at-meroe-pyramids.epub
Queen Amanirenas: The Kandaka Who Fought Rome,"By O. G. S. Crawford, C.B.E.,",,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/queen-amanirenas-the-kandaka-who-fought-rome.epub
Queen Amanirenas: The Warrior Queen of Kush,Jason B. Tiller,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/queen-amanirenas-the-warrior-queen-of-kush.epub
Readings in the Economic Impacts of Recent Changes in Macroeconomic Policies in Sudan (2),Issam A.W. Mohamed,,https://pub-0c3bb637d5f54b239fe4a4ef9b08bfe3.r2.dev/ssrn-2113567.pdf
Real Exchange Rate Misalignment and Economic Performance in Sudan,Isaac Kojo Nyamekye,,https://pub-0c3bb637d5f54b239fe4a4ef9b08bfe3.r2.dev/eal_exchange_rate_misalignment_and_econo.pdf
Recent Advances in Our Understanding of Prehistory in Northern Sudan,Evo1,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/recent-advances-in-our-understanding-of-prehistory-in-northe.epub
Reconsidering the Mesolithic and Neolithic in Sudan,Allan MacGregor,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/reconsidering-the-mesolithic-and-neolithic-in-sudan.epub
Reconstructing the Meroitic Elite,Allan MacGregor,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/reconstructing-the-meroitic-elite.epub
Red Sea Politics in Sudan,Abdalla Ahmed Abdalla,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/red-sea-politics-in-sudan.epub
Reflections on the Red Sea Style: Beyond the Surface of Coastal Architecture,John Knowles,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/reflections-on-the-red-sea-style-beyond-the-surface-of-coast.epub
"Reformist Islam: Protagonists, Methods, and Themes of Progressive Islamic Thinking","Grace Gershuny; Deborah, L. Martin",,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/reformist-islam-protagonists-methods-and-themes-of-progressi.epub
Reinscribing Conrad: Tayeb Salih's Season of Migration to the North,Declan McHugh,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/reinscribing-conrad-tayeb-salih-s-season-of-migration-to-the.epub
Remote Sensing to Monitor Impact of Conflict on Agriculture,FEWS NET / USAID,remote-sensing-to-monitor-impac-fews-net-usaid.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/remote-sensing-to-monitor-impac-fews-net-usaid.pdf
Republic of Sudan Ministry of Minerals: Geological Survey,Government of Sudan,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/republic-of-sudan-ministry-of-minerals-geological-survey.epub
